index,Y,asset_name,assets,bea_asset_code,delta,eatr_d,eatr_e,eatr_mix,major_asset_group,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,minor_asset_group,rho_d,rho_e,rho_mix,tax_adjusted_q_d,tax_adjusted_q_e,tax_adjusted_q_mix,tax_treat,tax_wedge_d,tax_wedge_e,tax_wedge_mix,ucc_d,ucc_e,ucc_mix,z_d,z_e,z_mix
0,3.000000000000001,Prepackaged software,72268924051.90823,ENS1,0.55,0.25334388104527106,0.2758724825129127,0.26853166208765533,Equipment,-3.074928299825082,0.12679931316060816,0.002829983504718017,-1.1743618609103947,0.22346664254666038,0.16900217019743624,Computers and Software,0.005644271090852638,0.06642230231166546,0.04693281910389392,0.7521904811584927,0.7296522809240711,0.7365981968577411,corporate,-0.006628416701736447,0.014843168887807158,0.007931748282041767,0.5556442710908527,0.6164223023116655,0.596932819103894,0.9889238127530203,0.9742739826006462,0.9787888279575317
1,3.0000000000000004,Custom software,197240164682.67053,ENS2,0.3300000000000001,0.2490795489551842,0.2659679658141613,0.2603653608513049,Equipment,-4.30911893825096,0.08480913886347798,-0.05357683521230377,-1.8329199644728735,0.1861249735369579,0.12199519729961694,Computers and Software,0.004332168909287448,0.06337475871204963,0.04442011103117072,0.7521904811584926,0.7296522809240711,0.736598196857741,corporate,-0.007940518883301637,0.011795625288191329,0.0054190402093185625,0.3343321689092876,0.39337475871204974,0.37442011103117084,0.9889238127530202,0.9742739826006462,0.9787888279575316
2,5.000000000000001,Mainframes,17413293619.145626,EP1A,0.4633,0.2546599890419725,0.2788949452695566,0.27104055690359563,Equipment,-2.8021384366194075,0.13885631407398186,0.0189663721694706,-1.028802520731859,0.23418887804325492,0.1824495299650206,Computers and Software,0.006049227397529999,0.06735229085217127,0.04770478673956786,0.7465329894910511,0.7179727009280576,0.7265983044245877,corporate,-0.006223460395059086,0.01577315742831297,0.008703715917715703,0.46934922739753,0.5306522908521712,0.5110047867395678,0.9852464431691832,0.9666822556032375,0.972288897875982
3,5.0,PCs,53550810952.93879,EP1B,0.46330000000000005,0.2546599890419725,0.27889494526955655,0.2710405569035955,Equipment,-2.8021384366194075,0.1388563140739817,0.018966372169470173,-1.028802520731859,0.23418887804325475,0.18244952996502023,Computers and Software,0.006049227397529999,0.06735229085217126,0.04770478673956784,0.7465329894910507,0.7179727009280573,0.726598304424588,corporate,-0.006223460395059086,0.015773157428312957,0.008703715917715682,0.46934922739753004,0.5306522908521714,0.5110047867395678,0.985246443169183,0.9666822556032373,0.9722888978759822
4,5.0,DASDs,0.0,EP1C,0.46330000000000005,0.2546599890419725,0.27889494526955666,0.2710405569035956,Equipment,-2.802138436619408,0.13885631407398205,0.018966372169470457,-1.0288025207318592,0.23418887804325506,0.18244952996502048,Computers and Software,0.006049227397529998,0.06735229085217129,0.04770478673956785,0.7465329894910508,0.7179727009280569,0.726598304424588,corporate,-0.006223460395059087,0.015773157428312985,0.008703715917715696,0.46934922739753004,0.5306522908521714,0.511004786739568,0.9852464431691831,0.966682255603237,0.9722888978759822
5,5.0,Printers,9260043911.05631,EP1D,0.4632999999999999,0.2546599890419725,0.2788949452695565,0.2710405569035955,Equipment,-2.802138436619408,0.13885631407398152,0.018966372169470173,-1.0288025207318592,0.23418887804325458,0.18244952996502023,Computers and Software,0.006049227397529998,0.06735229085217125,0.04770478673956784,0.7465329894910502,0.7179727009280572,0.7265983044245877,corporate,-0.006223460395059087,0.015773157428312944,0.008703715917715682,0.4693492273975299,0.5306522908521711,0.5110047867395677,0.9852464431691826,0.9666822556032372,0.972288897875982
6,5.000000000000001,Terminals,12396994618.63852,EP1E,0.4633,0.2546599890419725,0.2788949452695566,0.27104055690359563,Equipment,-2.8021384366194084,0.13885631407398186,0.0189663721694706,-1.0288025207318596,0.23418887804325492,0.1824495299650206,Computers and Software,0.0060492273975299975,0.06735229085217127,0.04770478673956786,0.7465329894910507,0.7179727009280576,0.726598304424588,corporate,-0.006223460395059088,0.01577315742831297,0.008703715917715703,0.46934922739753,0.5306522908521712,0.5110047867395678,0.985246443169183,0.9666822556032375,0.9722888978759822
7,5.0,Tape drives,0.0,EP1F,0.46330000000000005,0.2546599890419725,0.27889494526955666,0.2710405569035956,Equipment,-2.802138436619408,0.13885631407398205,0.018966372169470457,-1.0288025207318592,0.23418887804325506,0.18244952996502048,Computers and Software,0.006049227397529998,0.06735229085217129,0.04770478673956785,0.7465329894910508,0.7179727009280569,0.726598304424588,corporate,-0.006223460395059087,0.015773157428312985,0.008703715917715696,0.46934922739753004,0.5306522908521714,0.511004786739568,0.9852464431691831,0.966682255603237,0.9722888978759822
8,5.000000000000002,Storage devices,7998988409.072316,EP1G,0.4633,0.2546599890419725,0.27889494526955655,0.27104055690359563,Equipment,-2.802138436619408,0.1388563140739817,0.01896637216947074,-1.0288025207318592,0.23418887804325475,0.1824495299650207,Computers and Software,0.006049227397529998,0.06735229085217126,0.047704786739567864,0.7465329894910507,0.7179727009280579,0.7265983044245876,corporate,-0.006223460395059087,0.015773157428312957,0.00870371591771571,0.46934922739753,0.5306522908521712,0.5110047867395678,0.985246443169183,0.9666822556032376,0.9722888978759819
9,5.0,System integrators,28310184525.09714,EP1H,0.46330000000000005,0.2546599890419725,0.2788949452695566,0.2710405569035956,Equipment,-2.802138436619407,0.13885631407398186,0.018966372169470457,-1.0288025207318583,0.23418887804325492,0.18244952996502048,Computers and Software,0.006049227397530001,0.06735229085217127,0.04770478673956785,0.7465329894910508,0.7179727009280573,0.7265983044245876,corporate,-0.0062234603950590845,0.01577315742831297,0.008703715917715696,0.46934922739753004,0.5306522908521714,0.511004786739568,0.9852464431691831,0.9666822556032373,0.9722888978759819
