index,Y,asset_name,assets,bea_asset_code,delta,eatr_d,eatr_e,eatr_mix,major_asset_group,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,minor_asset_group,rho_d,rho_e,rho_mix,tax_adjusted_q_d,tax_adjusted_q_e,tax_adjusted_q_mix,tax_treat,tax_wedge_d,tax_wedge_e,tax_wedge_mix,ucc_d,ucc_e,ucc_mix,z_d,z_e,z_mix
0,3.000000000000001,Prepackaged software,72268924051.90823,ENS1,0.55,0.18764549999999997,0.1491000000000002,0.16143456000000003,Equipment,0.36048468529114774,9.570888143320306e-16,-0.11449647209749825,0.04753231982686272,0.13353531932429843,0.16085143130921095,Computers and Software,-0.029710000000000014,0.05800000000000005,0.029932799999999992,0.6329113924050632,0.6329113924050632,0.6329113924050632,corporate,-0.001412185222056092,0.007745048520809317,0.004814733723092348,0.52029,0.6080000000000001,0.5799328,1.0,1.0,1.0
1,3.0000000000000004,Custom software,197240164682.67053,ENS2,0.3300000000000001,0.18764549999999997,0.14910000000000007,0.16143456,Equipment,0.3604846852911478,3.589083053745117e-16,-0.11449647209749851,0.04753231982686283,0.13353531932429794,0.16085143130921076,Computers and Software,-0.029710000000000018,0.05800000000000002,0.029932799999999985,0.6329113924050632,0.6329113924050632,0.6329113924050632,corporate,-0.0014121852220560956,0.007745048520809282,0.004814733723092341,0.3002900000000001,0.3880000000000001,0.3599328000000001,1.0,1.0,1.0
2,5.000000000000001,Mainframes,17413293619.145626,EP1A,0.4633,0.18764549999999994,0.14910000000000004,0.16143456,Equipment,0.36048468529114785,1.1963610179150392e-16,-0.11449647209749851,0.04753231982686294,0.1335353193242977,0.16085143130921076,Computers and Software,-0.02971000000000002,0.058,0.029932799999999985,0.6329113924050632,0.6329113924050632,0.6329113924050632,corporate,-0.001412185222056099,0.007745048520809268,0.004814733723092341,0.43359,0.5213,0.49323279999999997,1.0,1.0,1.0
3,5.0,PCs,53550810952.93879,EP1B,0.46330000000000005,0.18764549999999997,0.1491,0.16143455999999998,Equipment,0.3604846852911478,0.0,-0.11449647209749877,0.04753231982686283,0.13353531932429763,0.16085143130921056,Computers and Software,-0.029710000000000018,0.057999999999999996,0.029932799999999978,0.6329113924050632,0.6329113924050632,0.6329113924050632,corporate,-0.0014121852220560956,0.007745048520809261,0.004814733723092334,0.43359000000000003,0.5213000000000001,0.4932328,1.0,1.0,1.0
4,5.0,DASDs,0.0,EP1C,0.46330000000000005,0.18764549999999997,0.14910000000000007,0.16143456,Equipment,0.3604846852911478,2.3927220358300785e-16,-0.11449647209749864,0.04753231982686283,0.13353531932429782,0.16085143130921065,Computers and Software,-0.029710000000000018,0.05800000000000001,0.02993279999999998,0.6329113924050632,0.6329113924050632,0.6329113924050632,corporate,-0.0014121852220560956,0.007745048520809275,0.004814733723092338,0.43359000000000003,0.5213000000000001,0.4932328,1.0,1.0,1.0
5,5.0,Printers,9260043911.05631,EP1D,0.4632999999999999,0.18764550000000002,0.14909999999999993,0.16143455999999992,Equipment,0.3604846852911475,-3.5890830537451197e-16,-0.11449647209749916,0.04753231982686239,0.1335353193242973,0.16085143130921026,Computers and Software,-0.029710000000000004,0.057999999999999975,0.029932799999999968,0.6329113924050632,0.6329113924050632,0.6329113924050632,corporate,-0.0014121852220560817,0.00774504852080924,0.004814733723092324,0.43358999999999986,0.5212999999999999,0.49323279999999986,1.0,1.0,1.0
6,5.000000000000001,Terminals,12396994618.63852,EP1E,0.4633,0.1876455,0.14910000000000004,0.16143456,Equipment,0.36048468529114763,1.1963610179150392e-16,-0.11449647209749851,0.04753231982686261,0.1335353193242977,0.16085143130921076,Computers and Software,-0.02971000000000001,0.058,0.029932799999999985,0.6329113924050632,0.6329113924050632,0.6329113924050632,corporate,-0.0014121852220560886,0.007745048520809268,0.004814733723092341,0.43359,0.5213,0.49323279999999997,1.0,1.0,1.0
7,5.0,Tape drives,0.0,EP1F,0.46330000000000005,0.18764549999999997,0.14910000000000007,0.16143456,Equipment,0.3604846852911478,2.3927220358300785e-16,-0.11449647209749864,0.04753231982686283,0.13353531932429782,0.16085143130921065,Computers and Software,-0.029710000000000018,0.05800000000000001,0.02993279999999998,0.6329113924050632,0.6329113924050632,0.6329113924050632,corporate,-0.0014121852220560956,0.007745048520809275,0.004814733723092338,0.43359000000000003,0.5213000000000001,0.4932328,1.0,1.0,1.0
8,5.000000000000002,Storage devices,7998988409.072316,EP1G,0.4633,0.18764549999999997,0.14910000000000004,0.16143456000000003,Equipment,0.3604846852911478,1.1963610179150392e-16,-0.11449647209749839,0.04753231982686283,0.1335353193242977,0.16085143130921084,Computers and Software,-0.029710000000000018,0.058,0.02993279999999999,0.6329113924050632,0.6329113924050632,0.6329113924050632,corporate,-0.0014121852220560956,0.007745048520809268,0.0048147337230923445,0.43359,0.5213,0.49323279999999997,1.0,1.0,1.0
9,5.0,System integrators,28310184525.09714,EP1H,0.46330000000000005,0.18764549999999994,0.14910000000000004,0.16143456000000003,Equipment,0.36048468529114785,1.1963610179150392e-16,-0.11449647209749839,0.04753231982686294,0.1335353193242977,0.16085143130921084,Computers and Software,-0.02971000000000002,0.058,0.02993279999999999,0.6329113924050632,0.6329113924050632,0.6329113924050632,corporate,-0.001412185222056099,0.007745048520809268,0.0048147337230923445,0.43359000000000003,0.5213000000000001,0.4932328,1.0,1.0,1.0
